,ID,Count
0,18288,480.01904029146294
1,18289,383.0803074603537
2,18290,324.2039317123498
3,18291,267.8781262843478
4,18292,225.47382842237624
5,18293,201.83626870088682
6,18294,217.02879625915932
7,18295,251.696079805941
8,18296,289.84374024423056
9,18297,374.5414416064345
10,18298,531.6190398422708
11,18299,589.3694113018461
12,18300,595.6136169013157
13,18301,526.7738092678192
14,18302,563.2495239445022
15,18303,556.1352241221558
16,18304,541.9407458195366
17,18305,554.5656423867698
18,18306,568.2141792162114
19,18307,602.9326447761036
20,18308,579.3974490808346
21,18309,540.8062111955885
22,18310,542.7681883648207
23,18311,529.9385637451461
24,18312,364.80186773533376
25,18313,291.1309759073495
26,18314,246.38647613642843
27,18315,203.58034284355796
28,18316,171.35418979208754
29,18317,153.39026500721016
30,18318,164.93618707212065
31,18319,191.2824123791364
32,18320,220.27363274650236
33,18321,284.64166204604976
34,18322,404.01651263743497
35,18323,447.90527871236054
36,18324,452.65071102651814
37,18325,400.3342646122419
38,18326,428.05485009767517
39,18327,422.6481690184302
40,18328,411.8607381840616
41,18329,421.45532810886044
42,18330,431.8278577572918
43,18331,458.2129800504894
44,18332,440.3268492379749
45,18333,410.99852165703516
46,18334,412.48957279399724
47,18335,402.7393949244721
48,18336,359.20205967719954
49,18337,286.6620361100313
50,18338,242.60437660100317
51,18339,200.45532911648962
52,18340,168.7238562942093
53,18341,151.03568264895893
54,18342,162.4043716645458
55,18343,188.34617523520495
56,18344,216.89237247142268
57,18345,280.27233498448277
58,18346,397.81474909622466
59,18347,441.02981065463115
60,18348,445.7023992898977
61,18349,394.1890245814279
62,18350,421.4840915273285
63,18351,416.1604044756725
64,18352,405.5385636435916
65,18353,414.98587399904807
66,18354,425.1991824914335
67,18355,451.1792859689393
68,18356,433.5677121373815
69,18357,404.68958237516154
70,18358,406.1577454709419
71,18359,396.5572354881
72,18360,508.2571814176098
73,18361,405.6158214227685
74,18362,343.275917631463
75,18363,283.63662688472436
76,18364,238.73780599996928
77,18365,213.7097165468095
78,18366,229.79597685575143
79,18367,266.50263710029856
80,18368,306.8944148103419
81,18369,396.57463862139275
82,18370,562.8926607038468
83,18371,624.0403206092567
84,18372,630.6518548855878
85,18373,557.762399134235
86,18374,596.3838753167364
87,18375,588.8510616740315
88,18376,573.8215629912247
89,18377,587.1891459542978
90,18378,601.6405869954581
91,18379,638.4014401439099
92,18380,613.4817364985582
93,18381,572.6202869546776
94,18382,574.6976816043443
95,18383,561.1133270256543
96,18384,502.0140539521343
97,18385,400.6334790816473
98,18386,339.0593214121557
99,18387,280.15260407056587
100,18388,235.8052934685603
101,18389,211.08463410864107
102,18390,226.97330040962146
103,18391,263.2290779768212
104,18392,303.1247072289173
105,18393,391.70335276649814
106,18394,555.9784236627626
107,18395,616.3749822577291
108,18396,622.9053043982781
109,18397,550.9111791602602
110,18398,589.0582522107889
111,18399,581.6179671490161
112,18400,566.7730818459106
113,18401,579.9764654087685
114,18402,594.2503935848315
115,18403,630.5596983826917
116,18404,605.9460934840923
117,18405,565.5865615662747
118,18406,567.6384387415837
119,18407,554.2209462560851
120,18408,517.2173201592262
121,18409,412.76648090898743
122,18410,349.32757801342694
123,18411,288.63689765709756
124,18412,242.94654901991538
125,18413,217.47723578844636
126,18414,233.84708308734452
127,18415,271.2008503095347
128,18416,312.3047004615121
129,18417,403.5659097993881
130,18418,572.8159761452081
131,18419,635.0416169164259
132,18420,641.7697068786907
133,18421,567.5952724586422
134,18422,606.8976121835652
135,18423,599.2320014888539
136,18424,583.9375456183508
137,18425,597.5407876185577
138,18426,612.2469951863491
139,18427,649.6559106869188
140,18428,624.2968940122075
141,18429,582.7150921142775
142,18430,584.8291094521475
143,18431,571.005274338424
144,18432,501.13128996099306
145,18433,399.9289872328739
146,18434,338.46310431933307
147,18435,279.65997118718144
148,18436,235.39064288187694
149,18437,210.71345343629255
150,18438,226.57418039500286
151,18439,262.7662041795043
152,18440,302.5916791707179
153,18441,391.0145640517014
154,18442,555.0007663075608
155,18443,615.2911208895185
156,18444,621.8099598192075
157,18445,549.9424322746875
158,18446,588.0224258038535
159,18447,580.5952240724866
160,18448,565.7764426804073
161,18449,578.9566088224008
162,18450,593.2054370840156
163,18451,629.4508939744983
164,18452,604.8805707408756
165,18453,564.5920088311598
166,18454,566.640277893767
167,18455,553.2463793278496
168,18456,488.4468126047392
169,18457,389.8061106847746
170,18458,329.89603283792513
171,18459,272.58130608875877
172,18460,229.43250907677844
173,18461,205.37994087718104
174,18462,220.8392061112061
175,18463,256.11514879008104
176,18464,294.93257390325283
177,18465,381.11732657514045
178,18466,540.9527617347874
179,18467,599.717065852894
180,18468,606.0709019850144
181,18469,536.0224626595904
182,18470,573.1385873876591
183,18471,565.8993806469647
184,18472,551.4556875815986
185,18473,564.3022415099289
186,18474,578.1904079189346
187,18475,613.5184312218437
188,18476,589.5700242703133
189,18477,550.3012337488492
190,18478,552.2976576701438
191,18479,539.2427812456788
192,18480,373.22970888801797
193,18481,297.8568340692194
194,18482,252.07862375600683
195,18483,208.2835610643026
196,18484,175.31290278163385
197,18485,156.93396612879215
198,18486,168.74662804821165
199,18487,195.70151745894694
200,18488,225.3625079719414
201,18489,291.21760072764823
202,18490,413.3503107693022
203,18491,458.25301778472533
204,18492,463.10808152701344
205,18493,409.58299354851056
206,18494,437.9439943163023
207,18495,432.4124052984496
208,18496,421.37575766570757
209,18497,431.19200676213654
210,18498,441.80416794746543
211,18499,468.798852962646
212,18500,450.4995075186939
213,18501,420.49362176717653
214,18502,422.01911993756755
215,18503,412.04368842335884
216,18504,367.6298389604872
217,18505,293.3878448968859
218,18506,248.29648243411074
219,18507,205.15851281056626
220,18508,172.6825402225548
221,18509,154.57935775597252
222,18510,166.21478466791166
223,18511,192.7652478740428
224,18512,221.9812103390575
225,18513,286.8482253916357
226,18514,407.14847870799906
227,18515,451.37747376348864
228,18516,456.1596930220734
229,18517,403.43768562210283
230,18518,431.37316314902665
231,18519,425.92456907572114
232,18520,415.05351327478553
233,18521,424.72248117465597
234,18522,435.17541944478637
235,18523,461.7650811694307
236,18524,443.740295739874
237,18525,414.1846127810804
238,18526,415.68722265741167
239,18527,405.8614606834895
240,18528,516.6850164412949
241,18529,412.34167469337655
242,18530,348.96806111152733
243,18531,288.33984168513643
244,18532,242.69651611061133
245,18533,217.25341509129726
246,18534,233.60641506076635
247,18535,270.9217389663928
248,18536,311.9832863349861
249,18537,403.15057252075565
250,18538,572.2264520478737
251,18539,634.3880521564104
252,18540,641.1092177811446
253,18541,567.0111213445284
254,18542,606.2730123436576
255,18543,598.6152908531819
256,18544,583.3365755532404
257,18545,596.925817526746
258,18546,611.6168899305359
259,18547,648.9873053576769
260,18548,623.6543873813906
261,18549,582.1153801596746
262,18550,584.2272218177195
263,18551,570.4176137581574
264,18552,510.4418388710729
265,18553,407.35929236604613
266,18554,344.751431051571
267,18555,284.85579090965865
268,18556,239.76398004407537
269,18557,214.62831158530804
270,18558,230.7837159610082
271,18559,267.6481535706903
272,18560,308.213548499455
273,18561,398.279247570945
274,18562,565.3121595159962
275,18563,626.7226522860626
276,18564,633.3626051232397
277,18565,560.1598463855092
278,18566,598.9473304453034
279,18567,591.3821382783556
280,18568,576.2880378397456
281,18569,589.7130790952399
282,18570,604.2266372092879
283,18571,641.1455006618979
284,18572,616.1186838889855
285,18573,575.0815983215145
286,18574,577.167922300409
287,18575,563.5251776732044
288,18576,525.6451502125617
289,18577,419.4923302129963
290,18578,355.01971813652665
291,18579,293.34010968376964
292,18580,246.90525679589214
293,18581,221.02093224302354
294,18582,237.65751904513812
295,18583,275.6199495694458
296,18584,317.3935689849737
297,18585,410.14183982056744
298,18586,582.1497619845939
299,18587,645.3893423609632
300,18588,652.2270636069754
301,18589,576.8439892144643
302,18590,616.786743378328
303,18591,608.9962249095107
304,18592,593.4525525688493
305,18593,607.2774534487644
306,18594,622.2232922378619
307,18595,660.2417696576289
308,18596,634.469538895678
309,18597,592.2101797195048
310,18598,594.3586440454376
311,18599,580.3095555836866
312,18600,509.5590794375546
313,18601,406.65480415449446
314,18602,344.1552170369581
315,18603,284.36316056968894
316,18604,239.3493315981919
317,18605,214.25713282932858
318,18606,230.3845980070067
319,18607,267.18528216314496
320,18608,307.6805231932266
321,18609,397.59046241229623
322,18610,564.3345072083425
323,18611,625.6387965137209
324,18612,632.2672661993248
325,18613,559.1911045014808
326,18614,597.911509386237
327,18615,590.3594004821475
328,18616,575.2914038197916
329,18617,588.6932277742907
330,18618,603.1816861034789
331,18619,640.0367019783519
332,18620,615.0531666469569
333,18621,574.0870507211771
334,18622,576.1697666059979
335,18623,562.5506157765615
336,18624,496.87463862809375
337,18625,396.5319567726479
338,18626,335.5881702391836
339,18627,277.28451586647066
340,18628,233.39121495979856
341,18629,208.9236356372499
342,18630,224.64964024694302
343,18631,260.5342459368876
344,18632,300.0214399933428
345,18633,387.6932534518719
346,18634,550.2865431109866
347,18635,610.0647863494037
348,18636,616.5282537128487
349,18637,545.2711749929039
350,18638,583.0277138536828
351,18639,575.6635993986104
352,18640,560.9706899822551
353,18641,574.0389026843018
354,18642,588.1667002000279
355,18643,624.1042851306568
356,18644,599.7426642894754
357,18645,559.7963168137595
358,18646,561.8271877066453
359,18647,548.5470580418631
360,18648,381.65750205100846
361,18649,304.58265393280305
362,18650,257.77073896343893
363,18651,212.98675250404867
364,18652,179.2715932295327
365,18653,160.47764707188142
366,18654,172.55704732694358
367,18655,200.120597375552
368,18656,230.4513542203792
369,18657,297.79350196462974
370,18658,422.68405575278837
371,18659,468.6006979351407
372,18660,473.5653924812977
373,18661,418.83166982079786
374,18662,447.83308222430446
375,18663,442.1765859790929
376,18664,430.89072296706433
377,18665,440.92862997295504
378,18666,451.7804213306748
379,18667,479.38466559687487
380,18668,460.67210787440604
381,18669,429.9886678104533
382,18670,431.54861281812555
383,18671,421.3479289418693
384,18672,376.0576617168484
385,18673,300.1136883775276
386,18674,253.9886176288482
387,18675,209.86172076510869
388,18676,176.64124457100766
389,18677,158.1230511423505
390,18678,170.02521732655794
391,18679,197.1843433078144
392,18680,227.07007445648077
393,18681,293.42414971925075
394,18682,416.482256466017
395,18683,461.72519024877
396,18684,466.61704069618145
397,18685,412.6863943702116
398,18686,441.26228578159305
399,18687,435.68878404232925
400,18688,424.56851198701156
401,18689,434.4591385746738
402,18690,445.151707858633
403,18691,472.35093097470457
404,18692,453.9129318156767
405,18693,423.67969216528195
406,18694,425.2167489998511
407,18695,415.16573387292976
408,18696,525.1128125864889
409,18697,419.0674969369144
410,18698,354.66017833313373
411,18699,293.04303478912277
412,18700,246.65520795930627
413,18701,220.79709728833006
414,18702,237.41683568782815
415,18703,275.3408204467043
416,18704,317.0721343841294
417,18705,409.7264760846422
418,18706,581.5602003341373
419,18707,644.7357359683876
420,18708,651.5665324357839
421,18709,576.2598008894913
422,18710,616.1621037509473
423,18711,608.3794749889139
424,18712,592.8515442215
425,18713,606.6624441829017
426,18714,621.5931468438765
427,18715,659.5731217377316
428,18716,633.8269913367121
429,18717,591.6104295628057
430,18718,593.756718070321
431,18719,579.7218575690051
432,18720,518.8696589793486
433,18721,414.0851337333771
434,18722,350.44356445779664
435,18723,289.5589973864177
436,18724,243.72268314867353
437,18725,218.17200385823088
438,18726,234.59414742238778
439,18727,272.06724761594876
440,18728,313.30241101791876
441,18729,404.85516983235505
442,18730,574.645934341271
443,18731,637.0703655200134
444,18732,643.8199495115704
445,18733,569.408552227604
446,18734,608.8364499706328
447,18735,601.1463501769738
448,18736,585.8030335622873
449,18737,599.4497334359265
450,18738,614.2029224885096
451,18739,651.731347141018
452,18740,626.2913167684692
453,18741,584.5766747222906
454,18742,586.6974456485995
455,18743,572.8294479391719
456,18744,534.072948770573
457,18745,426.21815438208876
458,18746,360.71183698774536
459,18747,298.0433041342464
460,18748,250.86394977793213
461,18749,224.5646154545871
462,18750,241.46794076309595
463,18751,280.0390323149086
464,18752,322.48241849101765
465,18753,416.71774526708793
466,18754,591.4835129430426
467,18755,655.737029135408
468,18756,662.6843812554689
469,18757,586.0926714072577
470,18758,626.6758376167934
471,18759,618.7604118406585
472,18760,602.9675239611762
473,18761,617.0140828924464
474,18762,632.1995520073332
475,18763,670.8275890683269
476,18764,644.642145763343
477,18765,601.7052318410003
478,18766,603.8881430262654
479,18767,589.6138020582723
480,18768,517.9868973996698
481,18769,413.380643809077
482,18770,349.8473489936711
483,18771,289.0663658487675
484,18772,243.30803369469868
485,18773,217.80082419984342
486,18774,234.19502849805264
487,18775,271.6043750830727
488,18776,312.7693844158018
489,18777,404.16638299913507
490,18778,573.6682796567535
491,18779,635.9865071126068
492,18780,642.7246079246726
493,18781,568.4398079883748
494,18782,607.8006263932833
495,18783,600.1236098942904
496,18784,584.8063971193216
497,18785,598.4298796355197
498,18786,613.1579688422204
499,18787,650.6225457617659
500,18788,625.2257969359603
501,18789,583.5821247040137
502,18790,585.699287527477
503,18791,571.8548836731788
504,18792,505.30243913846743
505,18793,403.2577824998277
506,18794,341.280290409024
507,18795,281.9877114064775
508,18796,237.3499088588993
509,18797,212.46731966973408
510,18798,228.46006284761347
511,18799,264.95332970606387
512,18800,305.1102906782567
513,18801,394.2691604217499
514,18802,559.6202962316682
515,18803,620.4124755209673
516,18804,626.9855737838576
517,18805,554.5198593282234
518,18806,592.9168103830306
519,18807,585.4277885917047
520,18808,570.4856635787959
521,18809,583.7755343835464
522,18810,598.1429622805741
523,18811,634.6901069936387
524,18812,609.9152735137006
525,18813,569.2913711348547
526,18814,571.3566888950526
527,18815,557.8513066718469
528,18816,390.0853182739386
529,18817,311.30849219942496
530,18818,263.46286974550964
531,18819,217.6899568125622
532,18820,183.23029450911204
533,18821,164.02133771111139
534,18822,176.36747703165977
535,18823,204.5396893835449
536,18824,235.54021439280456
537,18825,304.3694211944455
538,18826,432.0178262750593
539,18827,478.94840639864765
540,18828,484.0227320486429
541,18829,428.08037139910687
542,18830,457.7221971906084
543,18831,451.9407933762697
544,18832,440.4057143030569
545,18833,450.6652798249047
546,18834,461.75670201068624
547,18835,489.97050719576816
